family	key	match_tag	case_variant	case_variant_key_collision	context	input	target_surfaces	ordered_returned_surfaces
C	QC	1	qc	False	case-variant-neutral	We noted qc today.	qc	We / noted / qc / today / . / Next / .
C	RI	1	ri	False	baseline-neutral	We noted RI today.	RI	We / noted / RI / today / . / Next / .
C	RI	1	ri	False	state-code	We live in RI.	RI	We / live / in / RI / . / Next / .
C	RI	1	ri	False	comma-neighbor	We noted, RI, today.	RI	We / noted / , / RI / , / today / . / Next / .
C	RI	1	ri	False	case-variant-neutral	We noted ri today.	ri	We / noted / ri / today / . / Next / .
C	RK	1	rk	False	baseline-neutral	We noted RK today.	RK	We / noted / RK / today / . / Next / .
C	RK	1	rk	False	numeric-or-ordinary	It is 5 RK. long.	five / rankines	It / is / five / rankines / long / . / Next / .
C	RK	1	rk	False	comma-neighbor	We noted, RK, today.	RK	We / noted / , / RK / , / today / . / Next / .
C	RK	1	rk	False	case-variant-neutral	We noted rk today.	rk	We / noted / rk / today / . / Next / .
C	ROBT	1	robt	False	baseline-neutral	We noted ROBT today.	ROBT	We / noted / ROBT / today / . / Next / .
C	ROBT	1	robt	False	numeric-or-ordinary	It is 5 ROBT. long.	five / ROBT	It / is / five / ROBT / long / . / Next / .
C	ROBT	1	robt	False	comma-neighbor	We noted, ROBT, today.	ROBT	We / noted / , / ROBT / , / today / . / Next / .
C	ROBT	1	robt	False	case-variant-neutral	We noted robt today.	robt	We / noted / robt / today / . / Next / .
C	Robt	1	robt	False	baseline-neutral	We noted Robt today.	Robt	We / noted / Robt / today / . / Next / .
C	Robt	1	robt	False	numeric-or-ordinary	It is 5 Robt. long.	five / Robt	It / is / five / Robt / long / . / Next / .
C	Robt	1	robt	False	comma-neighbor	We noted, Robt, today.	Robt	We / noted / , / Robt / , / today / . / Next / .
C	Robt	1	robt	False	case-variant-neutral	We noted robt today.	robt	We / noted / robt / today / . / Next / .
C	S.E	1	s.e	False	baseline-neutral	We noted S.E today.	S.E	We / noted / S.E / today / . / Next / .
C	S.E	1	s.e	False	numeric-or-ordinary	It is 5 S.E. long.	five / S.E	It / is / five / S.E / long / . / Next / .
C	S.E	1	s.e	False	comma-neighbor	We noted, S.E, today.	S.E	We / noted / , / S.E / , / today / . / Next / .
C	S.E	1	s.e	False	case-variant-neutral	We noted s.e today.	s.e	We / noted / s.e / today / . / Next / .
C	S.W	1	s.w	False	baseline-neutral	We noted S.W today.	S.W	We / noted / S.W / today / . / Next / .
C	S.W	1	s.w	False	numeric-or-ordinary	It is 5 S.W. long.	five / S.W	It / is / five / S.W / long / . / Next / .
C	S.W	1	s.w	False	comma-neighbor	We noted, S.W, today.	S.W	We / noted / , / S.W / , / today / . / Next / .
C	S.W	1	s.w	False	case-variant-neutral	We noted s.w today.	s.w	We / noted / s.w / today / . / Next / .
C	SAT	1	sat	False	baseline-neutral	We noted SAT today.	SAT	We / noted / SAT / today / . / Next / .
C	SAT	1	sat	False	calendar-weekday	We met on SAT.	Saturday	We / met / on / Saturday / . / Next / .
C	SAT	1	sat	False	comma-neighbor	We noted, SAT, today.	SAT	We / noted / , / SAT / , / today / . / Next / .
C	SAT	1	sat	False	case-variant-neutral	We noted sat today.	sat	We / noted / sat / today / . / Next / .
C	SC	1	sc	False	baseline-neutral	We noted SC today.	SC	We / noted / SC / today / . / Next / .
C	SC	1	sc	False	state-code	We live in SC.	SC	We / live / in / SC / . / Next / .
C	SC	1	sc	False	comma-neighbor	We noted, SC, today.	SC	We / noted / , / SC / , / today / . / Next / .
C	SC	1	sc	False	case-variant-neutral	We noted sc today.	sc	We / noted / sc / today / . / Next / .
C	SD	1	sd	False	baseline-neutral	We noted SD today.	SD	We / noted / SD / today / . / Next / .
C	SD	1	sd	False	state-code	We live in SD.	SD	We / live / in / SD / . / Next / .
C	SD	1	sd	False	comma-neighbor	We noted, SD, today.	SD	We / noted / , / SD / , / today / . / Next / .
C	SD	1	sd	False	case-variant-neutral	We noted sd today.	sd	We / noted / sd / today / . / Next / .
C	SE	1	se	False	baseline-neutral	We noted SE today.	SE	We / noted / SE / today / . / Next / .
C	SE	1	se	False	numeric-or-ordinary	It is 5 SE. long.	five / SE	It / is / five / SE / long / . / Next / .
C	SE	1	se	False	comma-neighbor	We noted, SE, today.	SE	We / noted / , / SE / , / today / . / Next / .
C	SE	1	se	False	case-variant-neutral	We noted se today.	se	We / noted / se / today / . / Next / .
C	SEP	1	sep	False	baseline-neutral	We noted SEP today.	September	We / noted / September / today / . / Next / .
C	SEP	1	sep	False	calendar-date	We met on SEP. 5.	September	We / met / on / September / fifth / . / Next / .
C	SEP	1	sep	False	comma-neighbor	We noted, SEP, today.	September	We / noted / , / September / , / today / . / Next / .
C	SEP	1	sep	False	case-variant-neutral	We noted sep today.	September	We / noted / September / today / . / Next / .
C	SEPT	1	sept	False	baseline-neutral	We noted SEPT today.	September	We / noted / September / today / . / Next / .
C	SEPT	1	sept	False	calendar-date	We met on SEPT. 5.	September	We / met / on / September / fifth / . / Next / .
C	SEPT	1	sept	False	comma-neighbor	We noted, SEPT, today.	September	We / noted / , / September / , / today / . / Next / .
C	SEPT	1	sept	False	case-variant-neutral	We noted sept today.	September	We / noted / September / today / . / Next / .
C	SK	1	sk	False	baseline-neutral	We noted SK today.	SK	We / noted / SK / today / . / Next / .
C	SK	1	sk	False	numeric-or-ordinary	It is 5 SK. long.	five / SK	It / is / five / SK / long / . / Next / .
C	SK	1	sk	False	comma-neighbor	We noted, SK, today.	SK	We / noted / , / SK / , / today / . / Next / .
C	SK	1	sk	False	case-variant-neutral	We noted sk today.	sk	We / noted / sk / today / . / Next / .
C	SUN	1	sun	False	baseline-neutral	We noted SUN today.	SUN	We / noted / SUN / today / . / Next / .
C	SUN	1	sun	False	calendar-weekday	We met on SUN.	Sunday	We / met / on / Sunday / . / Next / .
C	SUN	1	sun	False	comma-neighbor	We noted, SUN, today.	SUN	We / noted / , / SUN / , / today / . / Next / .
C	SUN	1	sun	False	case-variant-neutral	We noted sun today.	sun	We / noted / sun / today / . / Next / .
C	SW	1	sw	False	baseline-neutral	We noted SW today.	SW	We / noted / SW / today / . / Next / .
C	SW	1	sw	False	numeric-or-ordinary	It is 5 SW. long.	five / SW	It / is / five / SW / long / . / Next / .
C	SW	1	sw	False	comma-neighbor	We noted, SW, today.	SW	We / noted / , / SW / , / today / . / Next / .
C	SW	1	sw	False	case-variant-neutral	We noted sw today.	sw	We / noted / sw / today / . / Next / .
C	Sat	1	sat	False	baseline-neutral	We noted Sat today.	Sat	We / noted / Sat / today / . / Next / .
C	Sat	1	sat	False	calendar-weekday	We met on Sat.	Saturday	We / met / on / Saturday / . / Next / .
C	Sat	1	sat	False	comma-neighbor	We noted, Sat, today.	Sat	We / noted / , / Sat / , / today / . / Next / .
C	Sat	1	sat	False	case-variant-neutral	We noted sat today.	sat	We / noted / sat / today / . / Next / .
C	Sep	1	sep	False	baseline-neutral	We noted Sep today.	September	We / noted / September / today / . / Next / .
C	Sep	1	sep	False	calendar-date	We met on Sep. 5.	September	We / met / on / September / fifth / . / Next / .
C	Sep	1	sep	False	comma-neighbor	We noted, Sep, today.	September	We / noted / , / September / , / today / . / Next / .
C	Sep	1	sep	False	case-variant-neutral	We noted sep today.	September	We / noted / September / today / . / Next / .
C	Sept	1	sept	False	baseline-neutral	We noted Sept today.	September	We / noted / September / today / . / Next / .
C	Sept	1	sept	False	calendar-date	We met on Sept. 5.	September	We / met / on / September / fifth / . / Next / .
C	Sept	1	sept	False	comma-neighbor	We noted, Sept, today.	September	We / noted / , / September / , / today / . / Next / .
C	Sept	1	sept	False	case-variant-neutral	We noted sept today.	September	We / noted / September / today / . / Next / .
C	Sun	1	sun	False	baseline-neutral	We noted Sun today.	Sun	We / noted / Sun / today / . / Next / .
C	Sun	1	sun	False	calendar-weekday	We met on Sun.	Sunday	We / met / on / Sunday / . / Next / .
C	Sun	1	sun	False	comma-neighbor	We noted, Sun, today.	Sun	We / noted / , / Sun / , / today / . / Next / .
C	Sun	1	sun	False	case-variant-neutral	We noted sun today.	sun	We / noted / sun / today / . / Next / .
C	Sv	1	sv	False	baseline-neutral	We noted Sv today.	sievert	We / noted / sievert / today / . / Next / .
C	Sv	1	sv	False	numeric-or-ordinary	It is 5 Sv. long.	five / sieverts	It / is / five / sieverts / long / . / Next / .
C	Sv	1	sv	False	comma-neighbor	We noted, Sv, today.	sievert	We / noted / , / sievert / , / today / . / Next / .
C	Sv	1	sv	False	case-variant-neutral	We noted sv today.	sv	We / noted / sv / today / . / Next / .
C	THOS	1	thos	False	baseline-neutral	We noted THOS today.	THOS	We / noted / THOS / today / . / Next / .
C	THOS	1	thos	False	numeric-or-ordinary	It is 5 THOS. long.	five / THOS	It / is / five / THOS / long / . / Next / .
C	THOS	1	thos	False	comma-neighbor	We noted, THOS, today.	THOS	We / noted / , / THOS / , / today / . / Next / .
C	THOS	1	thos	False	case-variant-neutral	We noted thos today.	thos	We / noted / thos / today / . / Next / .
C	THU	1	thu	False	baseline-neutral	We noted THU today.	THU	We / noted / THU / today / . / Next / .
C	THU	1	thu	False	calendar-weekday	We met on THU.	Thursday	We / met / on / Thursday / . / Next / .
C	THU	1	thu	False	comma-neighbor	We noted, THU, today.	THU	We / noted / , / THU / , / today / . / Next / .
C	THU	1	thu	False	case-variant-neutral	We noted thu today.	thu	We / noted / thu / today / . / Next / .
C	THUR	1	thur	False	baseline-neutral	We noted THUR today.	THUR	We / noted / THUR / today / . / Next / .
C	THUR	1	thur	False	calendar-weekday	We met on THUR.	Thursday	We / met / on / Thursday / . / Next / .
C	THUR	1	thur	False	comma-neighbor	We noted, THUR, today.	THUR	We / noted / , / THUR / , / today / . / Next / .
C	THUR	1	thur	False	case-variant-neutral	We noted thur today.	thur	We / noted / thur / today / . / Next / .
C	THURS	1	thurs	False	baseline-neutral	We noted THURS today.	THURS	We / noted / THURS / today / . / Next / .
C	THURS	1	thurs	False	calendar-weekday	We met on THURS.	Thursday	We / met / on / Thursday / . / Next / .
C	THURS	1	thurs	False	comma-neighbor	We noted, THURS, today.	THURS	We / noted / , / THURS / , / today / . / Next / .
C	THURS	1	thurs	False	case-variant-neutral	We noted thurs today.	thurs	We / noted / thurs / today / . / Next / .
C	TN	1	tn	False	baseline-neutral	We noted TN today.	TN	We / noted / TN / today / . / Next / .
C	TN	1	tn	False	state-code	We live in TN.	TN	We / live / in / TN / . / Next / .
C	TN	1	tn	False	comma-neighbor	We noted, TN, today.	TN	We / noted / , / TN / , / today / . / Next / .
C	TN	1	tn	False	case-variant-neutral	We noted tn today.	tn	We / noted / tn / today / . / Next / .
C	TUE	1	tue	False	baseline-neutral	We noted TUE today.	TUE	We / noted / TUE / today / . / Next / .
C	TUE	1	tue	False	calendar-weekday	We met on TUE.	Tuesday	We / met / on / Tuesday / . / Next / .
C	TUE	1	tue	False	comma-neighbor	We noted, TUE, today.	TUE	We / noted / , / TUE / , / today / . / Next / .
C	TUE	1	tue	False	case-variant-neutral	We noted tue today.	tue	We / noted / tue / today / . / Next / .
C	TUES	1	tues	False	baseline-neutral	We noted TUES today.	TUES	We / noted / TUES / today / . / Next / .
C	TUES	1	tues	False	calendar-weekday	We met on TUES.	Tuesday	We / met / on / Tuesday / . / Next / .
C	TUES	1	tues	False	comma-neighbor	We noted, TUES, today.	TUES	We / noted / , / TUES / , / today / . / Next / .
C	TUES	1	tues	False	case-variant-neutral	We noted tues today.	tues	We / noted / tues / today / . / Next / .
C	TX	1	tx	False	baseline-neutral	We noted TX today.	TX	We / noted / TX / today / . / Next / .
C	TX	1	tx	False	state-code	We live in TX.	TX	We / live / in / TX / . / Next / .
C	TX	1	tx	False	comma-neighbor	We noted, TX, today.	TX	We / noted / , / TX / , / today / . / Next / .
C	TX	1	tx	False	case-variant-neutral	We noted tx today.	tx	We / noted / tx / today / . / Next / .
C	Thos	1	thos	False	baseline-neutral	We noted Thos today.	Thos	We / noted / Thos / today / . / Next / .
C	Thos	1	thos	False	numeric-or-ordinary	It is 5 Thos. long.	five / Thos	It / is / five / Thos / long / . / Next / .
C	Thos	1	thos	False	comma-neighbor	We noted, Thos, today.	Thos	We / noted / , / Thos / , / today / . / Next / .
C	Thos	1	thos	False	case-variant-neutral	We noted thos today.	thos	We / noted / thos / today / . / Next / .
C	Thu	1	thu	False	baseline-neutral	We noted Thu today.	Thu	We / noted / Thu / today / . / Next / .
C	Thu	1	thu	False	calendar-weekday	We met on Thu.	Thursday	We / met / on / Thursday / . / Next / .
C	Thu	1	thu	False	comma-neighbor	We noted, Thu, today.	Thu	We / noted / , / Thu / , / today / . / Next / .
C	Thu	1	thu	False	case-variant-neutral	We noted thu today.	thu	We / noted / thu / today / . / Next / .
C	Thur	1	thur	False	baseline-neutral	We noted Thur today.	Thur	We / noted / Thur / today / . / Next / .
C	Thur	1	thur	False	calendar-weekday	We met on Thur.	Thursday	We / met / on / Thursday / . / Next / .
C	Thur	1	thur	False	comma-neighbor	We noted, Thur, today.	Thur	We / noted / , / Thur / , / today / . / Next / .
C	Thur	1	thur	False	case-variant-neutral	We noted thur today.	thur	We / noted / thur / today / . / Next / .
C	Thurs	1	thurs	False	baseline-neutral	We noted Thurs today.	Thurs	We / noted / Thurs / today / . / Next / .
C	Thurs	1	thurs	False	calendar-weekday	We met on Thurs.	Thursday	We / met / on / Thursday / . / Next / .
C	Thurs	1	thurs	False	comma-neighbor	We noted, Thurs, today.	Thurs	We / noted / , / Thurs / , / today / . / Next / .
C	Thurs	1	thurs	False	case-variant-neutral	We noted thurs today.	thurs	We / noted / thurs / today / . / Next / .
C	Tue	1	tue	False	baseline-neutral	We noted Tue today.	Tue	We / noted / Tue / today / . / Next / .
C	Tue	1	tue	False	calendar-weekday	We met on Tue.	Tuesday	We / met / on / Tuesday / . / Next / .
C	Tue	1	tue	False	comma-neighbor	We noted, Tue, today.	Tue	We / noted / , / Tue / , / today / . / Next / .
C	Tue	1	tue	False	case-variant-neutral	We noted tue today.	tue	We / noted / tue / today / . / Next / .
C	Tues	1	tues	False	baseline-neutral	We noted Tues today.	Tues	We / noted / Tues / today / . / Next / .
C	Tues	1	tues	False	calendar-weekday	We met on Tues.	Tuesday	We / met / on / Tuesday / . / Next / .
C	Tues	1	tues	False	comma-neighbor	We noted, Tues, today.	Tues	We / noted / , / Tues / , / today / . / Next / .
C	Tues	1	tues	False	case-variant-neutral	We noted tues today.	tues	We / noted / tues / today / . / Next / .
C	US	1	us	False	baseline-neutral	We noted US today.	US	We / noted / US / today / . / Next / .
C	US	1	us	False	numeric-or-ordinary	It is 5 US. long.	five / US	It / is / five / US / long / . / Next / .
C	US	1	us	False	comma-neighbor	We noted, US, today.	US	We / noted / , / US / , / today / . / Next / .
C	US	1	us	False	case-variant-neutral	We noted us today.	us	We / noted / us / today / . / Next / .
C	USA	1	usa	False	baseline-neutral	We noted USA today.	USA	We / noted / USA / today / . / Next / .
C	USA	1	usa	False	numeric-or-ordinary	It is 5 USA. long.	five / USA	It / is / five / USA / long / . / Next / .
C	USA	1	usa	False	comma-neighbor	We noted, USA, today.	USA	We / noted / , / USA / , / today / . / Next / .
C	USA	1	usa	False	case-variant-neutral	We noted usa today.	usa	We / noted / usa / today / . / Next / .
C	UT	1	ut	False	baseline-neutral	We noted UT today.	UT	We / noted / UT / today / . / Next / .
C	UT	1	ut	False	state-code	We live in UT.	UT	We / live / in / UT / . / Next / .
C	UT	1	ut	False	comma-neighbor	We noted, UT, today.	UT	We / noted / , / UT / , / today / . / Next / .
C	UT	1	ut	False	case-variant-neutral	We noted ut today.	ut	We / noted / ut / today / . / Next / .
C	VA	1	va	False	baseline-neutral	We noted VA today.	VA	We / noted / VA / today / . / Next / .
C	VA	1	va	False	state-code	We live in VA.	VA	We / live / in / VA / . / Next / .
C	VA	1	va	False	comma-neighbor	We noted, VA, today.	VA	We / noted / , / VA / , / today / . / Next / .
C	VA	1	va	False	case-variant-neutral	We noted va today.	va	We / noted / va / today / . / Next / .
C	VI	1	vi	False	baseline-neutral	We noted VI today.	six	We / noted / six / today / . / Next / .
C	VI	1	vi	False	numeric-or-ordinary	It is 5 VI. long.	five / six	It / is / five / six / long / . / Next / .
C	VI	1	vi	False	comma-neighbor	We noted, VI, today.	six	We / noted / , / six / , / today / . / Next / .
C	VI	1	vi	False	case-variant-neutral	We noted vi today.	vi	We / noted / vi / today / . / Next / .
C	VT	1	vt	False	baseline-neutral	We noted VT today.	VT	We / noted / VT / today / . / Next / .
C	VT	1	vt	False	state-code	We live in VT.	VT	We / live / in / VT / . / Next / .
C	VT	1	vt	False	comma-neighbor	We noted, VT, today.	VT	We / noted / , / VT / , / today / . / Next / .
C	VT	1	vt	False	case-variant-neutral	We noted vt today.	vt	We / noted / vt / today / . / Next / .
C	WA	1	wa	False	baseline-neutral	We noted WA today.	WA	We / noted / WA / today / . / Next / .
C	WA	1	wa	False	state-code	We live in WA.	WA	We / live / in / WA / . / Next / .
C	WA	1	wa	False	comma-neighbor	We noted, WA, today.	WA	We / noted / , / WA / , / today / . / Next / .
C	WA	1	wa	False	case-variant-neutral	We noted wa today.	wa	We / noted / wa / today / . / Next / .
C	WED	1	wed	False	baseline-neutral	We noted WED today.	WED	We / noted / WED / today / . / Next / .
C	WED	1	wed	False	calendar-weekday	We met on WED.	Wednesday	We / met / on / Wednesday / . / Next / .
C	WED	1	wed	False	comma-neighbor	We noted, WED, today.	WED	We / noted / , / WED / , / today / . / Next / .
C	WED	1	wed	False	case-variant-neutral	We noted wed today.	wed	We / noted / wed / today / . / Next / .
C	WI	1	wi	False	baseline-neutral	We noted WI today.	WI	We / noted / WI / today / . / Next / .
C	WI	1	wi	False	state-code	We live in WI.	WI	We / live / in / WI / . / Next / .
C	WI	1	wi	False	comma-neighbor	We noted, WI, today.	WI	We / noted / , / WI / , / today / . / Next / .
C	WI	1	wi	False	case-variant-neutral	We noted wi today.	wi	We / noted / wi / today / . / Next / .
C	WM	1	wm	False	baseline-neutral	We noted WM today.	WM	We / noted / WM / today / . / Next / .
C	WM	1	wm	False	numeric-or-ordinary	It is 5 WM. long.	five / WM	It / is / five / WM / long / . / Next / .
C	WM	1	wm	False	comma-neighbor	We noted, WM, today.	WM	We / noted / , / WM / , / today / . / Next / .
C	WM	1	wm	False	case-variant-neutral	We noted wm today.	wm	We / noted / wm / today / . / Next / .
C	WV	1	wv	False	baseline-neutral	We noted WV today.	WV	We / noted / WV / today / . / Next / .
C	WV	1	wv	False	state-code	We live in WV.	WV	We / live / in / WV / . / Next / .
C	WV	1	wv	False	comma-neighbor	We noted, WV, today.	WV	We / noted / , / WV / , / today / . / Next / .
C	WV	1	wv	False	case-variant-neutral	We noted wv today.	wv	We / noted / wv / today / . / Next / .
C	WY	1	wy	False	baseline-neutral	We noted WY today.	WY	We / noted / WY / today / . / Next / .
C	WY	1	wy	False	state-code	We live in WY.	WY	We / live / in / WY / . / Next / .
C	WY	1	wy	False	comma-neighbor	We noted, WY, today.	WY	We / noted / , / WY / , / today / . / Next / .
C	WY	1	wy	False	case-variant-neutral	We noted wy today.	wy	We / noted / wy / today / . / Next / .
C	Wb	1	wb	False	baseline-neutral	We noted Wb today.	Wb	We / noted / Wb / today / . / Next / .
C	Wb	1	wb	False	numeric-or-ordinary	It is 5 Wb. long.	five / Wb	It / is / five / Wb / long / . / Next / .
C	Wb	1	wb	False	comma-neighbor	We noted, Wb, today.	Wb	We / noted / , / Wb / , / today / . / Next / .
C	Wb	1	wb	False	case-variant-neutral	We noted wb today.	wb	We / noted / wb / today / . / Next / .
C	Wed	1	wed	False	baseline-neutral	We noted Wed today.	Wed	We / noted / Wed / today / . / Next / .
C	Wed	1	wed	False	calendar-weekday	We met on Wed.	Wednesday	We / met / on / Wednesday / . / Next / .
C	Wed	1	wed	False	comma-neighbor	We noted, Wed, today.	Wed	We / noted / , / Wed / , / today / . / Next / .
C	Wed	1	wed	False	case-variant-neutral	We noted wed today.	wed	We / noted / wed / today / . / Next / .
C	Wh	1	wh	False	baseline-neutral	We noted Wh today.	Wh	We / noted / Wh / today / . / Next / .
C	Wh	1	wh	False	numeric-or-ordinary	It is 5 Wh. long.	five / Wh	It / is / five / Wh / long / . / Next / .
C	Wh	1	wh	False	comma-neighbor	We noted, Wh, today.	Wh	We / noted / , / Wh / , / today / . / Next / .
C	Wh	1	wh	False	case-variant-neutral	We noted wh today.	wh	We / noted / wh / today / . / Next / .
C	Wm	1	wm	False	baseline-neutral	We noted Wm today.	Wm	We / noted / Wm / today / . / Next / .
C	Wm	1	wm	False	numeric-or-ordinary	It is 5 Wm. long.	five / Wm	It / is / five / Wm / long / . / Next / .
C	Wm	1	wm	False	comma-neighbor	We noted, Wm, today.	Wm	We / noted / , / Wm / , / today / . / Next / .
C	Wm	1	wm	False	case-variant-neutral	We noted wm today.	wm	We / noted / wm / today / . / Next / .
C	Ws	1	ws	False	baseline-neutral	We noted Ws today.	Ws	We / noted / Ws / today / . / Next / .
C	Ws	1	ws	False	numeric-or-ordinary	It is 5 Ws. long.	five / Ws	It / is / five / Ws / long / . / Next / .
C	Ws	1	ws	False	comma-neighbor	We noted, Ws, today.	Ws	We / noted / , / Ws / , / today / . / Next / .
C	Ws	1	ws	False	case-variant-neutral	We noted ws today.	ws	We / noted / ws / today / . / Next / .
C	YT	1	yt	False	baseline-neutral	We noted YT today.	YT	We / noted / YT / today / . / Next / .
C	YT	1	yt	False	numeric-or-ordinary	It is 5 YT. long.	five / YT	It / is / five / YT / long / . / Next / .
C	YT	1	yt	False	comma-neighbor	We noted, YT, today.	YT	We / noted / , / YT / , / today / . / Next / .
C	YT	1	yt	False	case-variant-neutral	We noted yt today.	yt	We / noted / yt / today / . / Next / .
C	a.d	2	A.D	False	baseline-neutral	We noted a.d today.	a.d	We / noted / a.d / today / . / Next / .
C	a.d	2	A.D	False	numeric-or-ordinary	It is 5 a.d. long.	five / a.d	It / is / five / a.d / long / . / Next / .
C	a.d	2	A.D	False	comma-neighbor	We noted, a.d, today.	a.d	We / noted / , / a.d / , / today / . / Next / .
C	a.d	2	A.D	False	case-variant-neutral	We noted A.D today.	A.D	We / noted / A.D / today / . / Next / .
C	a.m	2	A.M	False	baseline-neutral	We noted a.m today.	a.m	We / noted / a.m / today / . / Next / .
C	a.m	2	A.M	False	clock-or-zone	The meeting is at 5 a.m.	AM.	The / meeting / is / at / five / AM. / Next / .
C	a.m	2	A.M	False	comma-neighbor	We noted, a.m, today.	a.m	We / noted / , / a.m / , / today / . / Next / .
C	a.m	2	A.M	False	case-variant-neutral	We noted A.M today.	A.M	We / noted / A.M / today / . / Next / .
C	a.t.m	2	A.T.M	False	baseline-neutral	We noted a.t.m today.	a.t.m	We / noted / a.t.m / today / . / Next / .
C	a.t.m	2	A.T.M	False	numeric-or-ordinary	It is 5 a.t.m. long.	five / a.t.m	It / is / five / a.t.m / long / . / Next / .
C	a.t.m	2	A.T.M	False	comma-neighbor	We noted, a.t.m, today.	a.t.m	We / noted / , / a.t.m / , / today / . / Next / .
C	a.t.m	2	A.T.M	False	case-variant-neutral	We noted A.T.M today.	A.T.M	We / noted / A.T.M / today / . / Next / .
C	acctg	2	ACCTG	False	baseline-neutral	We noted acctg today.	accounting	We / noted / accounting / today / . / Next / .
C	acctg	2	ACCTG	False	numeric-or-ordinary	It is 5 acctg. long.	five / accounting	It / is / five / accounting / long / . / Next / .
C	acctg	2	ACCTG	False	comma-neighbor	We noted, acctg, today.	accounting	We / noted / , / accounting / , / today / . / Next / .
C	acctg	2	ACCTG	False	case-variant-neutral	We noted ACCTG today.	accounting	We / noted / accounting / today / . / Next / .
C	am	2	AM	False	baseline-neutral	We noted am today.	am	We / noted / am / today / . / Next / .
C	am	2	AM	False	clock-or-zone	The meeting is at 5 am.	AM.	The / meeting / is / at / five / AM. / Next / .
C	am	2	AM	False	comma-neighbor	We noted, am, today.	am	We / noted / , / am / , / today / . / Next / .
C	am	2	AM	False	case-variant-neutral	We noted AM today.	AM	We / noted / AM / today / . / Next / .
C	approx	2	APPROX	False	baseline-neutral	We noted approx today.	approximately	We / noted / approximately / today / . / Next / .
C	approx	2	APPROX	False	numeric-or-ordinary	It is 5 approx. long.	five / approximately	It / is / five / approximately / long / . / Next / .
C	approx	2	APPROX	False	comma-neighbor	We noted, approx, today.	approximately	We / noted / , / approximately / , / today / . / Next / .
C	approx	2	APPROX	False	case-variant-neutral	We noted APPROX today.	approximately	We / noted / approximately / today / . / Next / .
C	appt	2	APPT	False	baseline-neutral	We noted appt today.	appointment	We / noted / appointment / today / . / Next / .
C	appt	2	APPT	False	numeric-or-ordinary	It is 5 appt. long.	five / appointment	It / is / five / appointment / long / . / Next / .
C	appt	2	APPT	False	comma-neighbor	We noted, appt, today.	appointment	We / noted / , / appointment / , / today / . / Next / .
C	appt	2	APPT	False	case-variant-neutral	We noted APPT today.	appointment	We / noted / appointment / today / . / Next / .
C	apt	2	APT	False	baseline-neutral	We noted apt today.	apt	We / noted / apt / today / . / Next
C	apt	2	APT	False	address-or-building	42 Main apt.	Apartment	forty / two / Main / Apartment / . / Next / .
C	apt	2	APT	False	comma-neighbor	We noted, apt, today.	apt	We / noted / , / apt / , / today / . / Next / .
C	apt	2	APT	False	case-variant-neutral	We noted APT today.	APT	We / noted / APT / today / . / Next / .
C	atm	2	ATM	False	baseline-neutral	We noted atm today.	atm	We / noted / atm / today / . / Next / .
C	atm	2	ATM	False	numeric-or-ordinary	It is 5 atm. long.	five / atmospheres	It / is / five / atmospheres / long / . / Next / .
C	atm	2	ATM	False	comma-neighbor	We noted, atm, today.	atm	We / noted / , / atm / , / today / . / Next / .
C	atm	2	ATM	False	case-variant-neutral	We noted ATM today.	ATM	We / noted / ATM / today / . / Next / .
C	avg	2	AVG	False	baseline-neutral	We noted avg today.	average	We / noted / average / today / . / Next / .
C	avg	2	AVG	False	numeric-or-ordinary	It is 5 avg. long.	five / average	It / is / five / average / long / . / Next / .
C	avg	2	AVG	False	comma-neighbor	We noted, avg, today.	average	We / noted / , / average / , / today / . / Next / .
C	avg	2	AVG	False	case-variant-neutral	We noted AVG today.	average	We / noted / average / today / . / Next / .
C	b.c	2	B.C	False	baseline-neutral	We noted b.c today.	b.c	We / noted / b.c / today / . / Next / .
C	b.c	2	B.C	False	numeric-or-ordinary	It is 5 b.c. long.	five / b.c	It / is / five / b.c / long / . / Next / .
C	b.c	2	B.C	False	comma-neighbor	We noted, b.c, today.	b.c	We / noted / , / b.c / , / today / . / Next / .
C	b.c	2	B.C	False	case-variant-neutral	We noted B.C today.	B.C	We / noted / B.C / today / . / Next / .
C	b.t.u	2	B.T.U	False	baseline-neutral	We noted b.t.u today.	b.t.u	We / noted / b.t.u / today / . / Next / .
C	b.t.u	2	B.T.U	False	numeric-or-ordinary	It is 5 b.t.u. long.	five / b.t.u	It / is / five / b.t.u / long / . / Next / .
C	b.t.u	2	B.T.U	False	comma-neighbor	We noted, b.t.u, today.	b.t.u	We / noted / , / b.t.u / , / today / . / Next / .
C	b.t.u	2	B.T.U	False	case-variant-neutral	We noted B.T.U today.	B.T.U	We / noted / B.T.U / today / . / Next / .
C	bdrm	2	BDRM	False	baseline-neutral	We noted bdrm today.	bedroom	We / noted / bedroom / today / . / Next
C	bdrm	2	BDRM	False	address-or-building	42 Main bdrm.	bedroom	forty / two / Main / bedroom / . / Next / .
C	bdrm	2	BDRM	False	comma-neighbor	We noted, bdrm, today.	bedroom	We / noted / , / bedroom / , / today / . / Next / .
C	bdrm	2	BDRM	False	case-variant-neutral	We noted BDRM today.	bedroom	We / noted / bedroom / today / . / Next / .
C	bldg	2	BLDG	False	baseline-neutral	We noted bldg today.	building	We / noted / building / today / . / Next
C	bldg	2	BLDG	False	address-or-building	42 Main bldg.	Building	forty / two / Main / Building / . / Next / .
